#module Nr  layer   row     column  BC flag
0   6  0   0   0
0   6  0   1   0
0   6  0   2   0
0   6  0   3   0
0   6  1   0   0
0   6  1   1   0
0   6  1   2   0
0   6  1   3   0
0   7  0   0   0
0   7  0   1   0
0   7  0   2   0
0   7  0   3   0
0   7  1   0   0
0   7  1   1   0
0   7  1   2   0
0   7  1   3   0
