sumOpt	1
#HGCROC board	HGCROC Ch	layer	assembly	board channel	row	column modNr modX modY
0	56	0	E001	1	1	0	0	0	0	5
0	11	0	E001	2	1	1	0	0	0	5
0	16	0	E001	3	1	2	0	0	0	5
0	18	0	E001	4	1	3	0	0	0	5
0	22	0	E001	5	0	3	0	0	0	5
0	13	0	E001	6	0	2	0	0	0	5
0	5	0	E001	7	0	1	0	0	0	5
0	32	0	E001	8	0	0	0	0	0	5
0	63	1	E006	1	1	0	0	0	0	5
0	27	1	E006	2	1	1	0	0	0	5
0	23	1	E006	3	1	2	0	0	0	5
0	14	1	E006	4	1	3	0	0	0	5
0	19	1	E006	5	0	3	0	0	0	5
0	25	1	E006	6	0	2	0	0	0	5
0	29	1	E006	7	0	1	0	0	0	5
0	46	1	E006	8	0	0	0	0	0	5
0	61	2	F001	1	1	0	0	0	0	10
0	60	2	F001	2	1	1	0	0	0	10
0	59	2	F001	3	1	2	0	0	0	10
0	20	2	F001	4	1	3	0	0	0	10
0	12	2	F001	5	0	3	0	0	0	10
0	58	2	F001	6	0	2	0	0	0	10
0	10	2	F001	7	0	1	0	0	0	10
0	1	2	F001	8	0	0	0	0	0	10
0	15	3	F011	1	1	0	0	0	0	10
0	30	3	F011	2	1	1	0	0	0	10
0	65	3	F011	3	1	2	0	0	0	10
0	34	3	F011	4	1	3	0	0	0	10
0	69	3	F011	5	0	3	0	0	0	10
0	64	3	F011	6	0	2	0	0	0	10
0	57	3	F011	7	0	1	0	0	0	10
0	33	3	F011	8	0	0	0	0	0	10
0	55	4	F021	1	1	0	0	0	0	10
0	28	4	F021	2	1	1	0	0	0	10
0	39	4	F021	3	1	2	0	0	0	10
0	70	4	F021	4	1	3	0	0	0	10
0	42	4	F021	5	0	3	0	0	0	10
0	47	4	F021	6	0	2	0	0	0	10
0	9	4	F021	7	0	1	0	0	0	10
0	31	4	F021	8	0	0	0	0	0	10
0	50	5	F031	1	1	0	0	0	0	10
0	45	5	F031	2	1	1	0	0	0	10
0	4	5	F031	3	1	2	0	0	0	10
0	66	5	F031	4	1	3	0	0	0	10
0	0	5	F031	5	0	3	0	0	0	10
0	49	5	F031	6	0	2	0	0	0	10
0	36	5	F031	7	0	1	0	0	0	10
0	51	5	F031	8	0	0	0	0	0	10
0	3	6	F041	1	1	0	0	0	0	5
0	7	6	F041	2	1	1	0	0	0	5
0	41	6	F041	3	1	2	0	0	0	5
0	54	6	F041	4	1	3	0	0	0	5
0	68	6	F041	5	0	3	0	0	0	5
0	43	6	F041	6	0	2	0	0	0	5
0	37	6	F041	7	0	1	0	0	0	5
0	24	6	F041	8	0	0	0	0	0	5
0	48	7	F046	1	1	0	0	0	0	5
0	6	7	F046	2	1	1	0	0	0	5
0	21	7	F046	3	1	2	0	0	0	5
0	40	7	F046	4	1	3	0	0	0	5
0	38	7	F046	5	0	3	0	0	0	5
0	2	7	F046	6	0	2	0	0	0	5
0	52	7	F046	7	0	1	0	0	0	5
0	67	7	F046	8	0	0	0	0	0	5
