sumOpt	1
#HGCROC board	HGCROC Ch	layer	assembly	board channel	row	column modNr modX modY
0	56	0	E001	1	1	0	0	0	0	5
0	11	0	E001	2	1	1	0	0	0	5
0	16	0	E001	3	1	2	0	0	0	5
0	18	0	E001	4	1	3	0	0	0	5
0	22	0	E001	5	0	3	0	0	0	5
0	13	0	E001	6	0	2	0	0	0	5
0	5	0	E001	7	0	1	0	0	0	5
0	32	0	E001	8	0	0	0	0	0	5
0	61	2	E008	1	1	0	0	0	0	10
0	60	2	E008	2	1	1	0	0	0	10
0	59	2	E008	3	1	2	0	0	0	10
0	20	2	E008	4	1	3	0	0	0	10
0	12	2	E008	5	0	3	0	0	0	10
0	58	2	E008	6	0	2	0	0	0	10
0	10	2	E008	7	0	1	0	0	0	10
0	1	2	E008	8	0	0	0	0	0	10
0	55	4	F006	1	1	0	0	0	0	10
0	28	4	F006	2	1	1	0	0	0	10
0	39	4	F006	3	1	2	0	0	0	10
0	70	4	F006	4	1	3	0	0	0	10
0	42	4	F006	5	0	3	0	0	0	10
0	47	4	F006	6	0	2	0	0	0	10
0	9	4	F006	7	0	1	0	0	0	10
0	31	4	F006	8	0	0	0	0	0	10
