#module Nr  layer   row     column  BC flag
0   32  1   3   0
0   32  1   2   0
0   32  1   1   0
0   32  1   0   0
0   32  0   3   0
0   32  0   2   0
0   32  0   1   0
0   32  0   0   0
0   33  1   3   0
0   33  1   2   0
0   33  1   1   0
0   33  1   0   0
0   33  0   3   0
0   33  0   2   0
0   33  0   1   0
0   33  0   0   0
