#module Nr  layer   row     column  BC flag
0   40  1   3   0
0   40  1   2   0
0   40  1   1   0
0   40  1   0   0
0   40  0   3   0
0   40  0   2   0
0   40  0   1   0
0   40  0   0   0
0   41  1   3   0
0   41  1   2   0
0   41  1   1   0
0   41  1   0   0
0   41  0   3   0
0   41  0   2   0
0   41  0   1   0
0   41  0   0   0
