Run,Start Time,Stop Time,Elapsed time,Setup,Software Version,Output data format version,Concentrator 0,FPGA FW revision,SW revision,PID,Board 0,Model,uC FW revision,Board 1,Board 2,Board 3,Board 4,Board 5,Board 6,Board 7,Config file,Open[0] eth,Open[1] eth,Open[2] eth,Open[3] eth,Open[4] eth,Open[5] eth,Open[6] eth,Open[7] eth,HV_Vbias,HV_Imax,HV_Adjust_Range,HV_IndivAdj,TempSensType,TempFeedbackCoeff,EnableTempFeedback,StartRunMode,StopRunMode,EventBuildingMode,TstampCoincWindow,PresetTime,PresetCounts,JobFirstRun,JobLastRun,RunSleep,EnableJobs,RunNumber_AutoIncr,DataAnalysis,DataFilePath,OF_OutFileUnit,OF_EnMaxSize,OF_MaxSize,OF_ListLL,OF_ListBin,OF_ListAscii,OF_ListCSV,OF_Sync,OF_ServiceInfo,OF_RunInfo,OF_SpectHisto,OF_ToAHisto,OF_ToTHisto,OF_MCS,OF_Staircase,AcquisitionMode,EnableToT,BunchTrgSource,VetoSource,ValidationSource,ValidationMode,CountingMode,ChTrg_Width,EnableCntZeroSuppr,TrgIdMode,TriggerLogic,Tlogic_Width,MajorityLevel,PtrgPeriod,TrefSource,TrefWindow,TrefDelay,T0_Out,T1_Out,ChEnableMask0,ChEnableMask1,FastShaperInput,TD_CoarseThreshold,TD_FineThreshold,Hit_HoldOff,Tlogic_Mask0,Tlogic_Mask1,QD_CoarseThreshold,QD_FineThreshold,Q_DiscrMask0,Q_DiscrMask1,GainSelect,HG_Gain,LG_Gain,Pedestal,ZS_Threshold_LG,ZS_Threshold_HG,HG_ShapingTime,LG_ShapingTime,HoldDelay,MuxClkPeriod,EHistoNbin,ToAHistoNbin,ToARebin,ToAHistoMin,MCSHistoNbin,AnalogProbe0,DigitalProbe0,ProbeChannel0,AnalogProbe1,DigitalProbe1,ProbeChannel1,TestPulseSource,TestPulseAmplitude,TestPulseDestination,TestPulsePreamp,Tlogic_Mask0_0,Tlogic_Mask1_0,Tlogic_Mask0_1,Tlogic_Mask1_1,Elapsed (s),NumParts,NumTriggers,TotalSize_MB,DebugLogMask
135,06/09/2024 00:52,06/09/2024 00:52,11.811 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),2023.11.30.1,21382,,DT5202,400C3101,,,,,,,,Janus_Config.txt,192.168.50.125:tdl:0:0,192.168.50.125:tdl:6:0,192.168.50.125:tdl:7:0,,,,,,45,10.0 mA,4.5,255,TMP37,35,0,TDL,MANUAL,DISABLED,100 ns,10 m,1000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,T0-IN,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0x0,0x40000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,25 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0x0,0x40000,0x400,0x40000,11.811,1,2308,11.71,
136,06/09/2024 00:53,06/09/2024 00:53,27.918 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),2023.11.30.1,21382,,DT5202,400C3101,,,,,,,,Janus_Config.txt,192.168.50.125:tdl:0:0,192.168.50.125:tdl:6:0,192.168.50.125:tdl:7:0,,,,,,45,10.0 mA,4.5,255,TMP37,35,0,TDL,MANUAL,DISABLED,100 ns,10 m,1000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,T0-IN,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0x0,0x40000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,25 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0x0,0x40000,0x400,0x40000,27.918,1,3418,17.22,
137,06/09/2024 00:59,06/09/2024 01:00,60.130 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),2023.11.30.1,21382,,DT5202,400C3101,,,,,,,,Janus_Config.txt,192.168.50.125:tdl:0:0,192.168.50.125:tdl:6:0,192.168.50.125:tdl:7:0,,,,,,45,10.0 mA,4.5,255,TMP37,35,0,TDL,MANUAL,DISABLED,100 ns,10 m,1000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,T0-IN,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0x0,0x40000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,25 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0x0,0x40000,0x400,0x40000,60.13,1,54,0.22,
138,06/09/2024 01:59,06/09/2024 02:05,376.884 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),2023.11.30.1,21382,,DT5202,400C3101,,,,,,,,Janus_Config.txt,192.168.50.125:tdl:0:0,192.168.50.125:tdl:1:0,192.168.50.125:tdl:2:0,192.168.50.125:tdl:3:0,192.168.50.125:tdl:4:0,192.168.50.125:tdl:5:0,192.168.50.125:tdl:6:0,192.168.50.125:tdl:7:0,45,10.0 mA,4.5,255,TMP37,35,0,TDL,MANUAL,DISABLED,100 ns,10 m,1000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,T0-IN,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0x0,0x40000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,25 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0x0,0x40000,0x400,0x40000,376.884,1,284,2.78,
139,06/09/2024 02:08,06/09/2024 02:08,38.222 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),2023.11.30.1,32861,,DT5202,400C3101,,,,,,,,Janus_Config.txt,192.168.50.125:tdl:0:0,192.168.50.125:tdl:1:0,192.168.50.125:tdl:2:0,192.168.50.125:tdl:3:0,192.168.50.125:tdl:4:0,,,,45,10.0 mA,4.5,255,TMP37,35,0,TDL,MANUAL,DISABLED,100 ns,10 m,1000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,T0-IN,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0x0,0x40000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,25 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0x0,0x40000,0x400,0x40000,38.222,1,307,2.58,
140,06/09/2024 02:09,06/09/2024 02:10,20.401 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),2023.11.30.1,32861,,DT5202,400C3101,,,,,,,,Janus_Config.txt,192.168.50.125:tdl:0:0,192.168.50.125:tdl:1:0,192.168.50.125:tdl:2:0,192.168.50.125:tdl:3:0,192.168.50.125:tdl:4:0,,,,45,10.0 mA,4.5,255,TMP37,35,0,TDL,MANUAL,DISABLED,100 ns,10 m,1000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,T0-IN,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0x0,0x40000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,25 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0x0,0x40000,0x400,0x40000,20.401,1,243,1.95,
141,06/09/2024 02:29,06/09/2024 02:30,18.082 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),2023.11.30.1,32861,,DT5202,400C3101,,,,,,,,Janus_Config.txt,192.168.50.125:tdl:0:0,192.168.50.125:tdl:1:0,192.168.50.125:tdl:2:0,192.168.50.125:tdl:3:0,192.168.50.125:tdl:4:0,,,,45,10.0 mA,4.5,255,TMP37,35,0,TDL,MANUAL,DISABLED,100 ns,10 m,1000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,T0-IN,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0x0,0x40000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,25 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0x0,0x40000,0x400,0x40000,18.082,1,200,2.69,
142,06/09/2024 02:30,06/09/2024 02:35,280.247 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),2023.11.30.1,21382,,DT5202,400C3101,,,,,,,,Janus_Config.txt,192.168.50.125:tdl:0:0,192.168.50.125:tdl:1:0,192.168.50.125:tdl:2:0,192.168.50.125:tdl:3:0,192.168.50.125:tdl:4:0,192.168.50.125:tdl:5:0,192.168.50.125:tdl:6:0,192.168.50.125:tdl:7:0,45,10.0 mA,4.5,255,TMP37,35,0,TDL,MANUAL,DISABLED,100 ns,10 m,1000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,T0-IN,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0x0,0x40000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,25 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0x0,0x40000,0x400,0x40000,280.247,1,8591,104.58,
143,06/09/2024 02:35,06/09/2024 02:36,34.360 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),2023.11.30.1,21382,,DT5202,400C3101,,,,,,,,Janus_Config.txt,192.168.50.125:tdl:0:0,192.168.50.125:tdl:1:0,192.168.50.125:tdl:2:0,192.168.50.125:tdl:3:0,192.168.50.125:tdl:4:0,192.168.50.125:tdl:5:0,192.168.50.125:tdl:6:0,192.168.50.125:tdl:7:0,45,10.0 mA,4.5,255,TMP37,35,0,TDL,MANUAL,DISABLED,100 ns,10 m,1000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,T0-IN,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0x0,0x40000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,25 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0x0,0x40000,0x400,0x40000,34.36,1,1515,20.35,
144,06/09/2024 02:38,06/09/2024 02:38,18.254 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),2023.11.30.1,21382,,DT5202,400C3101,,,,,,,,Janus_Config.txt,192.168.50.125:tdl:0:0,192.168.50.125:tdl:1:0,192.168.50.125:tdl:2:0,192.168.50.125:tdl:3:0,192.168.50.125:tdl:4:0,192.168.50.125:tdl:5:0,192.168.50.125:tdl:6:0,192.168.50.125:tdl:7:0,45,10.0 mA,4.5,255,TMP37,35,0,TDL,MANUAL,DISABLED,100 ns,10 m,1000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,T0-IN,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0x0,0x40000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,87.5 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0x0,0x40000,0x400,0x40000,18.254,1,80,1.08,
145,06/09/2024 02:38,06/09/2024 02:38,0.000 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),2023.11.30.1,21382,,DT5202,400C3101,,,,,,,,Janus_Config.txt,192.168.50.125:tdl:0:0,192.168.50.125:tdl:1:0,192.168.50.125:tdl:2:0,192.168.50.125:tdl:3:0,192.168.50.125:tdl:4:0,192.168.50.125:tdl:5:0,192.168.50.125:tdl:6:0,192.168.50.125:tdl:7:0,45,10.0 mA,4.5,255,TMP37,35,0,TDL,MANUAL,DISABLED,100 ns,10 m,1000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,T0-IN,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0x0,0x40000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,87.5 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0x0,0x40000,0x400,0x40000,0.0,1,0,0.0,
146,06/09/2024 02:39,06/09/2024 02:39,5.369 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),2023.11.30.1,25799,,DT5202,400C3101,,,,,,,,Janus_Config.txt,192.168.50.125:tdl:0:0,,,,,,,,45,10.0 mA,4.5,255,TMP37,35,0,TDL,MANUAL,DISABLED,100 ns,10 m,1000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,T0-IN,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0x0,0x40000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,87.5 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0x0,0x40000,0x400,0x40000,5.369,1,0,0.0,
147,06/09/2024 02:48,06/09/2024 02:50,100.932 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),2023.11.30.1,25799,,DT5202,400C3101,,,,,,,,Janus_Config.txt,192.168.50.125:tdl:0:0,,,,,,,,45,10.0 mA,4.5,255,TMP37,35,0,TDL,MANUAL,DISABLED,100 ns,10 m,1000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,T0-IN,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0x0,0x40000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,87.5 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0x0,0x40000,0x400,0x40000,100.932,1,5465,9.18,
148,06/09/2024 02:53,06/09/2024 03:02,522.913 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),2023.11.30.1,25799,,DT5202,400C3101,,,,,,,,Janus_Config.txt,192.168.50.125:tdl:0:0,,,,,,,,45,10.0 mA,4.5,255,TMP37,35,0,TDL,MANUAL,DISABLED,100 ns,10 m,1000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,T0-IN,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0x0,0x40000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,87.5 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0x0,0x40000,0x400,0x40000,522.913,1,30601,51.39,
149,06/09/2024 03:04,06/09/2024 03:06,156.767 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),2023.11.30.1,51117,,DT5202,400C3101,,,,,,,,Janus_Config.txt,192.168.50.125:tdl:0:0,192.168.50.125:tdl:1:0,,,,,,,45,10.0 mA,4.5,255,TMP37,35,0,TDL,MANUAL,DISABLED,100 ns,10 m,1000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,T0-IN,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0x0,0x40000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,87.5 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0x0,0x40000,0x400,0x40000,156.767,1,7801,26.2,
150,06/09/2024 03:09,06/09/2024 03:13,187.905 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),2023.11.30.1,51118,,DT5202,400C3101,,,,,,,,Janus_Config.txt,192.168.50.125:tdl:0:0,192.168.50.125:tdl:1:0,192.168.50.125:tdl:2:0,,,,,,45,10.0 mA,4.5,255,TMP37,35,0,TDL,MANUAL,DISABLED,100 ns,10 m,1000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,T0-IN,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0x0,0x40000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,87.5 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0x0,0x40000,0x400,0x40000,187.905,1,9973,50.25,
151,06/09/2024 03:15,06/09/2024 03:16,16.106 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),2023.11.30.1,51375,,DT5202,400C3101,,,,,,,,Janus_Config.txt,192.168.50.125:tdl:0:0,192.168.50.125:tdl:1:0,192.168.50.125:tdl:2:0,192.168.50.125:tdl:3:0,,,,,45,10.0 mA,4.5,255,TMP37,35,0,TDL,MANUAL,DISABLED,100 ns,10 m,1000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,T0-IN,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0x0,0x40000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,87.5 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0x0,0x40000,0x400,0x40000,16.106,1,0,0.0,
152,06/09/2024 03:17,06/09/2024 03:19,168.578 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),2023.11.30.1,51375,,DT5202,400C3101,,,,,,,,Janus_Config.txt,192.168.50.125:tdl:0:0,192.168.50.125:tdl:1:0,192.168.50.125:tdl:2:0,192.168.50.125:tdl:3:0,,,,,45,10.0 mA,4.5,255,TMP37,35,0,TDL,MANUAL,DISABLED,100 ns,10 m,1000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,T0-IN,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0x0,0x40000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,87.5 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0x0,0x40000,0x400,0x40000,168.578,1,8774,58.94,
153,06/09/2024 03:24,06/09/2024 03:24,28.991 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),2023.11.30.1,24800,,DT5202,400C3101,,,,,,,,Janus_Config.txt,192.168.50.125:tdl:0:0,192.168.50.125:tdl:1:0,192.168.50.125:tdl:2:0,192.168.50.125:tdl:3:0,192.168.50.125:tdl:4:0,192.168.50.125:tdl:5:0,,,45,10.0 mA,4.5,255,TMP37,35,0,TDL,MANUAL,DISABLED,100 ns,10 m,1000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,T0-IN,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0x0,0x40000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,87.5 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0x0,0x40000,0x400,0x40000,28.991,1,2287,23.05,
154,06/09/2024 03:26,06/09/2024 03:27,81.605 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),2023.11.30.1,24800,,DT5202,400C3101,,,,,,,,Janus_Config.txt,192.168.50.125:tdl:0:0,192.168.50.125:tdl:1:0,192.168.50.125:tdl:2:0,192.168.50.125:tdl:3:0,192.168.50.125:tdl:4:0,192.168.50.125:tdl:5:0,,,45,10.0 mA,4.5,255,TMP37,35,0,TDL,MANUAL,DISABLED,100 ns,10 m,1000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,T0-IN,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0x0,0x40000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,87.5 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0x0,0x40000,0x400,0x40000,81.605,1,4339,43.72,
155,06/09/2024 03:29,06/09/2024 03:29,45.097 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),2023.11.30.1,51375,,DT5202,400C3101,,,,,,,,Janus_Config.txt,192.168.50.125:tdl:0:0,192.168.50.125:tdl:1:0,192.168.50.125:tdl:2:0,192.168.50.125:tdl:3:0,,,,,45,10.0 mA,4.5,255,TMP37,35,0,TDL,MANUAL,DISABLED,100 ns,10 m,1000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,T0-IN,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0x0,0x40000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,87.5 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0x0,0x40000,0x400,0x40000,45.097,1,2208,14.83,
156,06/09/2024 03:31,06/09/2024 03:34,173.946 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),2023.11.30.1,32861,,DT5202,400C3101,,,,,,,,Janus_Config.txt,192.168.50.125:tdl:0:0,192.168.50.125:tdl:1:0,192.168.50.125:tdl:2:0,192.168.50.125:tdl:4:0,,,,,45,10.0 mA,4.5,255,TMP37,35,0,TDL,MANUAL,DISABLED,100 ns,10 m,1000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,T0-IN,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0x0,0x40000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,87.5 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0x0,0x40000,0x400,0x40000,173.946,1,9000,60.46,
