Run,Start Time,Stop Time,Elapsed time,Setup,Software Version,Output data format version,Concentrator 0,FPGA FW revision,SW revision,PID,Board 0,Model,uC FW revision,Board 1,Board 2,Board 3,Board 4,Board 5,Board 6,Board 7,Config file,Open[0] eth,Open[1] eth,Open[2] eth,Open[3] eth,Open[4] eth,Open[5] eth,Open[6] eth,Open[7] eth,HV_Vbias,HV_Imax,HV_Adjust_Range,HV_IndivAdj,TempSensType,TempFeedbackCoeff,EnableTempFeedback,StartRunMode,StopRunMode,EventBuildingMode,TstampCoincWindow,PresetTime,PresetCounts,JobFirstRun,JobLastRun,RunSleep,EnableJobs,RunNumber_AutoIncr,DataAnalysis,DataFilePath,OF_OutFileUnit,OF_EnMaxSize,OF_MaxSize,OF_ListLL,OF_ListBin,OF_ListAscii,OF_ListCSV,OF_Sync,OF_ServiceInfo,OF_RunInfo,OF_SpectHisto,OF_ToAHisto,OF_ToTHisto,OF_MCS,OF_Staircase,AcquisitionMode,EnableToT,BunchTrgSource,VetoSource,ValidationSource,ValidationMode,CountingMode,ChTrg_Width,EnableCntZeroSuppr,TrgIdMode,TriggerLogic,Tlogic_Width,MajorityLevel,PtrgPeriod,TrefSource,TrefWindow,TrefDelay,T0_Out,T1_Out,ChEnableMask0,ChEnableMask1,FastShaperInput,TD_CoarseThreshold,TD_FineThreshold,Hit_HoldOff,Tlogic_Mask0,Tlogic_Mask1,QD_CoarseThreshold,QD_FineThreshold,Q_DiscrMask0,Q_DiscrMask1,GainSelect,HG_Gain,LG_Gain,Pedestal,ZS_Threshold_LG,ZS_Threshold_HG,HG_ShapingTime,LG_ShapingTime,HoldDelay,MuxClkPeriod,EHistoNbin,ToAHistoNbin,ToARebin,ToAHistoMin,MCSHistoNbin,AnalogProbe0,DigitalProbe0,ProbeChannel0,AnalogProbe1,DigitalProbe1,ProbeChannel1,TestPulseSource,TestPulseAmplitude,TestPulseDestination,TestPulsePreamp,Tlogic_Mask0_0,Tlogic_Mask1_0,Tlogic_Mask0_1,Tlogic_Mask1_1,Elapsed (s),NumParts,NumTriggers,TotalSize_MB,DebugLogMask
489,09/09/2024 22:44,09/09/2024 23:06,1290.638 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),,21382,,DT5202,21071501,,,,,,,,Janus_Config.txt,192.168.50.1,192.168.50.2,192.168.50.3,192.168.50.4,192.168.50.5,192.168.50.6,192.168.50.7,192.168.50.8,41,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,45 m,100000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,T0-IN,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0xFF00,0xFF0000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,87.5 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0xFF00,0xFF0000,,,1290.638,1,10745,144.36,
490,09/09/2024 23:06,09/09/2024 23:06,4.826 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),,21382,,DT5202,21071501,,,,,,,,Janus_Config.txt,192.168.50.1,192.168.50.2,192.168.50.3,192.168.50.4,192.168.50.5,192.168.50.6,192.168.50.7,192.168.50.8,41,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,45 m,100000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,PTRG,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0xFF00,0xFF0000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,87.5 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0xFF00,0xFF0000,,,4.826,1,4827,56.74,
491,09/09/2024 23:06,09/09/2024 23:06,2.615 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),,21382,,DT5202,21071501,,,,,,,,Janus_Config.txt,192.168.50.1,192.168.50.2,192.168.50.3,192.168.50.4,192.168.50.5,192.168.50.6,192.168.50.7,192.168.50.8,41,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,45 m,100000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,PTRG,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0xFF00,0xFF0000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,87.5 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0xFF00,0xFF0000,,,2.615,1,2616,30.75,
492,09/09/2024 23:06,09/09/2024 23:08,99.895 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),,21382,,DT5202,21071501,,,,,,,,Janus_Config.txt,192.168.50.1,192.168.50.2,192.168.50.3,192.168.50.4,192.168.50.5,192.168.50.6,192.168.50.7,192.168.50.8,41,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,45 m,100000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,PTRG,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0xFF00,0xFF0000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,87.5 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0xFF00,0xFF0000,,,99.895,1,99896,1342.14,
493,09/09/2024 23:16,09/09/2024 23:16,4.017 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),,21382,,DT5202,21071501,,,,,,,,Janus_Config.txt,192.168.50.1,192.168.50.2,192.168.50.3,192.168.50.4,192.168.50.5,192.168.50.6,192.168.50.7,192.168.50.8,41,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,45 m,100000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,PTRG,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0xFF00,0xFF0000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,87.5 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0xFF00,0xFF0000,,,4.017,1,4018,53.97,
494,09/09/2024 23:16,10/09/2024 00:45,5379.447 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),,21382,,DT5202,21071501,,,,,,,,Janus_Config.txt,192.168.50.1,192.168.50.2,192.168.50.3,192.168.50.4,192.168.50.5,192.168.50.6,192.168.50.7,192.168.50.8,41,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,45 m,100000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,T0-IN,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0xFF00,0xFF0000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,87.5 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0xFF00,0xFF0000,,,5379.447,1,25039,336.41,
495,10/09/2024 00:47,10/09/2024 01:27,2406.256 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),,21382,,DT5202,21071501,,,,,,,,Janus_Config.txt,192.168.50.1,192.168.50.2,192.168.50.3,192.168.50.4,192.168.50.5,192.168.50.6,192.168.50.7,192.168.50.8,41,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,45 m,100000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,T0-IN,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0xFF00,0xFF0000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,87.5 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0xFF00,0xFF0000,,,2406.256,1,25296,339.86,
496,10/09/2024 01:28,10/09/2024 01:29,10.738 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),,21382,,DT5202,21071501,,,,,,,,Janus_Config.txt,192.168.50.1,192.168.50.2,192.168.50.3,192.168.50.4,192.168.50.5,192.168.50.6,192.168.50.7,192.168.50.8,41,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,45 m,100000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,T0-IN,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0xFF00,0xFF0000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,87.5 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0xFF00,0xFF0000,,,10.738,1,291,3.42,
497,10/09/2024 01:29,10/09/2024 02:01,1912.334 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),,21382,,DT5202,21071501,,,,,,,,Janus_Config.txt,192.168.50.1,192.168.50.2,192.168.50.3,192.168.50.4,192.168.50.5,192.168.50.6,192.168.50.7,192.168.50.8,41,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,45 m,100000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,T0-IN,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0xFF00,0xFF0000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,87.5 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0xFF00,0xFF0000,,,1912.334,1,25097,337.19,
498,10/09/2024 02:02,10/09/2024 02:02,8.590 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),,21382,,DT5202,21071501,,,,,,,,Janus_Config.txt,192.168.50.1,192.168.50.2,192.168.50.3,192.168.50.4,192.168.50.5,192.168.50.6,192.168.50.7,192.168.50.8,41,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,45 m,100000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,T0-IN,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0xFF00,0xFF0000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,87.5 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0xFF00,0xFF0000,,,8.59,1,0,0.0,
499,10/09/2024 02:02,10/09/2024 02:02,5.369 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),,21382,,DT5202,21071501,,,,,,,,Janus_Config.txt,192.168.50.1,192.168.50.2,192.168.50.3,192.168.50.4,192.168.50.5,192.168.50.6,192.168.50.7,192.168.50.8,41,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,45 m,100000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,T0-IN,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0xFF00,0xFF0000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,87.5 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0xFF00,0xFF0000,,,5.369,1,0,0.0,
500,10/09/2024 02:02,10/09/2024 02:03,4.295 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),,21382,,DT5202,21071501,,,,,,,,Janus_Config.txt,192.168.50.1,192.168.50.2,192.168.50.3,192.168.50.4,192.168.50.5,192.168.50.6,192.168.50.7,192.168.50.8,41,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,45 m,100000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,T0-IN,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0xFF00,0xFF0000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,87.5 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0xFF00,0xFF0000,,,4.295,1,0,0.0,
501,10/09/2024 02:03,10/09/2024 02:03,6.443 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),,21382,,DT5202,21071501,,,,,,,,Janus_Config.txt,192.168.50.1,192.168.50.2,192.168.50.3,192.168.50.4,192.168.50.5,192.168.50.6,192.168.50.7,192.168.50.8,41,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,45 m,100000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,T0-IN,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0xFF00,0xFF0000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,87.5 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0xFF00,0xFF0000,,,6.443,1,0,0.0,
502,10/09/2024 02:03,10/09/2024 02:35,1920.924 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),,21382,,DT5202,21071501,,,,,,,,Janus_Config.txt,192.168.50.1,192.168.50.2,192.168.50.3,192.168.50.4,192.168.50.5,192.168.50.6,192.168.50.7,192.168.50.8,41,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,45 m,100000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,T0-IN,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0xFF00,0xFF0000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,87.5 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0xFF00,0xFF0000,,,1920.924,1,25022,336.18,
503,10/09/2024 02:36,10/09/2024 02:37,7.516 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),,21382,,DT5202,21071501,,,,,,,,Janus_Config.txt,192.168.50.1,192.168.50.2,192.168.50.3,192.168.50.4,192.168.50.5,192.168.50.6,192.168.50.7,192.168.50.8,41,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,45 m,100000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,T0-IN,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0xFF00,0xFF0000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,87.5 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0xFF00,0xFF0000,,,7.516,1,300,3.53,
504,10/09/2024 02:37,10/09/2024 03:14,2246.268 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),,21382,,DT5202,21071501,,,,,,,,Janus_Config.txt,192.168.50.1,192.168.50.2,192.168.50.3,192.168.50.4,192.168.50.5,192.168.50.6,192.168.50.7,192.168.50.8,41,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,45 m,100000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,T0-IN,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0xFF00,0xFF0000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,87.5 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0xFF00,0xFF0000,,,2246.268,1,25185,338.37,
505,10/09/2024 03:19,10/09/2024 03:21,158.459 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),,21382,,DT5202,21071501,,,,,,,,Janus_Config.txt,192.168.50.1,192.168.50.2,192.168.50.3,192.168.50.4,192.168.50.5,192.168.50.6,192.168.50.7,192.168.50.8,41,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,45 m,100000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,PTRG,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0xFF00,0xFF0000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,87.5 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0xFF00,0xFF0000,,,158.459,1,158460,2128.96,
506,10/09/2024 03:25,10/09/2024 04:08,2564.096 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),,21382,,DT5202,21071501,,,,,,,,Janus_Config.txt,192.168.50.1,192.168.50.2,192.168.50.3,192.168.50.4,192.168.50.5,192.168.50.6,192.168.50.7,192.168.50.8,41,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,45 m,100000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,T0-IN,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0xFF00,0xFF0000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,87.5 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0xFF00,0xFF0000,,,2564.096,1,20737,278.61,
507,10/09/2024 04:09,10/09/2024 04:54,2670.396 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),,21382,,DT5202,21071501,,,,,,,,Janus_Config.txt,192.168.50.1,192.168.50.2,192.168.50.3,192.168.50.4,192.168.50.5,192.168.50.6,192.168.50.7,192.168.50.8,41,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,45 m,100000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,T0-IN,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0xFF00,0xFF0000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,87.5 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0xFF00,0xFF0000,,,2670.396,1,22076,296.6,
508,10/09/2024 04:57,10/09/2024 05:49,3089.155 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),,21382,,DT5202,21071501,,,,,,,,Janus_Config.txt,192.168.50.1,192.168.50.2,192.168.50.3,192.168.50.4,192.168.50.5,192.168.50.6,192.168.50.7,192.168.50.8,46,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,45 m,100000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,T0-IN,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0xFF00,0xFF0000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,87.5 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0xFF00,0xFF0000,,,3089.155,1,25610,344.08,
509,10/09/2024 05:50,10/09/2024 05:50,7.384 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),,21382,,DT5202,21071501,,,,,,,,Janus_Config.txt,192.168.50.1,192.168.50.2,192.168.50.3,192.168.50.4,192.168.50.5,192.168.50.6,192.168.50.7,192.168.50.8,46,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,45 m,100000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,T0-IN,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0xFF00,0xFF0000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,87.5 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0xFF00,0xFF0000,,,7.384,1,160,1.88,
510,10/09/2024 05:50,10/09/2024 06:41,3049.427 s,,Janus 3.6.0,3.3,,6.0 (Build = 8329),,21382,,DT5202,21071501,,,,,,,,Janus_Config.txt,192.168.50.1,192.168.50.2,192.168.50.3,192.168.50.4,192.168.50.5,192.168.50.6,192.168.50.7,192.168.50.8,46,10.0 mA,4.5,255,TMP37,35,0,ASYNC,MANUAL,DISABLED,100 ns,45 m,100000,1,5,0 s,0,1,ALL,DataFiles,LSB,0,1 GB,DISABLED,1,1,0,1,1,1,0,0,0,0,0,SPECTROSCOPY,1,T0-IN,DISABLED,T0-IN,DISABLED,SINGLES,100 ns,1,TRIGGER_CNT,MAJ32_AND2,100,1,1 ms,T1-IN,1.0 us,0 ns,ZERO,ZERO,0xFFFFFFFF,0xFFFFFFFF,HG-PA,350,0,1000,0xFF00,0xFF0000,250,0,0xFFFFFFFF,0xFFFFFFFF,BOTH,50,50,50,0,0,87.5 ns,87.5 ns,0,300 ns,4K,4K,1,0 ns,4K,OFF,OFF,50,OFF,OFF,50,OFF,200,ALL,BOTH,0xFF00,0xFF0000,,,3049.427,1,25148,337.87,
